hiragana-katakana-gi	<div id="japanese-kana-pair"><span class="hiragana">ぎ</span> <span class="katakana">ギ</span></div>	<div id="japanese-romaji-answer">gi</div>	pair
hiragana-katakana-ku	<div id="japanese-kana-pair"><span class="hiragana">く</span> <span class="katakana">ク</span></div>	<div id="japanese-romaji-answer">ku</div>	pair
hiragana-katakana-gu	<div id="japanese-kana-pair"><span class="hiragana">ぐ</span> <span class="katakana">グ</span></div>	<div id="japanese-romaji-answer">gu</div>	pair
hiragana-katakana-ke	<div id="japanese-kana-pair"><span class="hiragana">け</span> <span class="katakana">ケ</span></div>	<div id="japanese-romaji-answer">ke</div>	pair
hiragana-katakana-ge	<div id="japanese-kana-pair"><span class="hiragana">げ</span> <span class="katakana">ゲ</span></div>	<div id="japanese-romaji-answer">ge</div>	pair
hiragana-katakana-ko	<div id="japanese-kana-pair"><span class="hiragana">こ</span> <span class="katakana">コ</span></div>	<div id="japanese-romaji-answer">ko</div>	pair
hiragana-katakana-go	<div id="japanese-kana-pair"><span class="hiragana">ご</span> <span class="katakana">ゴ</span></div>	<div id="japanese-romaji-answer">go</div>	pair
hiragana-katakana-sa	<div id="japanese-kana-pair"><span class="hiragana">さ</span> <span class="katakana">サ</span></div>	<div id="japanese-romaji-answer">sa</div>	pair
hiragana-katakana-za	<div id="japanese-kana-pair"><span class="hiragana">ざ</span> <span class="katakana">ザ</span></div>	<div id="japanese-romaji-answer">za</div>	pair
hiragana-katakana-shi	<div id="japanese-kana-pair"><span class="hiragana">し</span> <span class="katakana">シ</span></div>	<div id="japanese-romaji-answer">shi</div>	pair
hiragana-katakana-zi	<div id="japanese-kana-pair"><span class="hiragana">じ</span> <span class="katakana">ジ</span></div>	<div id="japanese-romaji-answer">ji</div>	pair
hiragana-katakana-su	<div id="japanese-kana-pair"><span class="hiragana">す</span> <span class="katakana">ス</span></div>	<div id="japanese-romaji-answer">su</div>	pair
hiragana-katakana-zu	<div id="japanese-kana-pair"><span class="hiragana">ず</span> <span class="katakana">ズ</span></div>	<div id="japanese-romaji-answer">zu</div>	pair
hiragana-katakana-se	<div id="japanese-kana-pair"><span class="hiragana">せ</span> <span class="katakana">セ</span></div>	<div id="japanese-romaji-answer">se</div>	pair
hiragana-katakana-ze	<div id="japanese-kana-pair"><span class="hiragana">ぜ</span> <span class="katakana">ゼ</span></div>	<div id="japanese-romaji-answer">ze</div>	pair
hiragana-katakana-so	<div id="japanese-kana-pair"><span class="hiragana">そ</span> <span class="katakana">ソ</span></div>	<div id="japanese-romaji-answer">so</div>	pair
hiragana-katakana-zo	<div id="japanese-kana-pair"><span class="hiragana">ぞ</span> <span class="katakana">ゾ</span></div>	<div id="japanese-romaji-answer">zo</div>	pair
hiragana-katakana-ta	<div id="japanese-kana-pair"><span class="hiragana">た</span> <span class="katakana">タ</span></div>	<div id="japanese-romaji-answer">ta</div>	pair
hiragana-katakana-da	<div id="japanese-kana-pair"><span class="hiragana">だ</span> <span class="katakana">ダ</span></div>	<div id="japanese-romaji-answer">da</div>	pair
hiragana-katakana-chi	<div id="japanese-kana-pair"><span class="hiragana">ち</span> <span class="katakana">チ</span></div>	<div id="japanese-romaji-answer">chi</div>	pair
hiragana-katakana-di	<div id="japanese-kana-pair"><span class="hiragana">ぢ</span> <span class="katakana">ヂ</span></div>	<div id="japanese-romaji-answer">ji</div>	pair
hiragana-katakana-tsu	<div id="japanese-kana-pair"><span class="hiragana">つ</span> <span class="katakana">ツ</span></div>	<div id="japanese-romaji-answer">tsu</div>	pair
hiragana-katakana-du	<div id="japanese-kana-pair"><span class="hiragana">づ</span> <span class="katakana">ヅ</span></div>	<div id="japanese-romaji-answer">zu</div>	pair
hiragana-katakana-te	<div id="japanese-kana-pair"><span class="hiragana">て</span> <span class="katakana">テ</span></div>	<div id="japanese-romaji-answer">te</div>	pair
hiragana-katakana-de	<div id="japanese-kana-pair"><span class="hiragana">で</span> <span class="katakana">デ</span></div>	<div id="japanese-romaji-answer">de</div>	pair
hiragana-katakana-to	<div id="japanese-kana-pair"><span class="hiragana">と</span> <span class="katakana">ト</span></div>	<div id="japanese-romaji-answer">to</div>	pair
hiragana-katakana-do	<div id="japanese-kana-pair"><span class="hiragana">ど</span> <span class="katakana">ド</span></div>	<div id="japanese-romaji-answer">do</div>	pair
hiragana-katakana-na	<div id="japanese-kana-pair"><span class="hiragana">な</span> <span class="katakana">ナ</span></div>	<div id="japanese-romaji-answer">na</div>	pair
hiragana-katakana-ni	<div id="japanese-kana-pair"><span class="hiragana">に</span> <span class="katakana">ニ</span></div>	<div id="japanese-romaji-answer">ni</div>	pair
hiragana-katakana-nu	<div id="japanese-kana-pair"><span class="hiragana">ぬ</span> <span class="katakana">ヌ</span></div>	<div id="japanese-romaji-answer">nu</div>	pair
hiragana-katakana-ne	<div id="japanese-kana-pair"><span class="hiragana">ね</span> <span class="katakana">ネ</span></div>	<div id="japanese-romaji-answer">ne</div>	pair
hiragana-katakana-no	<div id="japanese-kana-pair"><span class="hiragana">の</span> <span class="katakana">ノ</span></div>	<div id="japanese-romaji-answer">no</div>	pair
hiragana-katakana-ha	<div id="japanese-kana-pair"><span class="hiragana">は</span> <span class="katakana">ハ</span></div>	<div id="japanese-romaji-answer">ha</div>	pair
hiragana-katakana-ba	<div id="japanese-kana-pair"><span class="hiragana">ば</span> <span class="katakana">バ</span></div>	<div id="japanese-romaji-answer">ba</div>	pair
hiragana-katakana-pa	<div id="japanese-kana-pair"><span class="hiragana">ぱ</span> <span class="katakana">パ</span></div>	<div id="japanese-romaji-answer">pa</div>	pair
hiragana-katakana-hi	<div id="japanese-kana-pair"><span class="hiragana">ひ</span> <span class="katakana">ヒ</span></div>	<div id="japanese-romaji-answer">hi</div>	pair
hiragana-katakana-bi	<div id="japanese-kana-pair"><span class="hiragana">び</span> <span class="katakana">ビ</span></div>	<div id="japanese-romaji-answer">bi</div>	pair
hiragana-katakana-pi	<div id="japanese-kana-pair"><span class="hiragana">ぴ</span> <span class="katakana">ピ</span></div>	<div id="japanese-romaji-answer">pi</div>	pair
hiragana-katakana-fu	<div id="japanese-kana-pair"><span class="hiragana">ふ</span> <span class="katakana">フ</span></div>	<div id="japanese-romaji-answer">fu</div>	pair
hiragana-katakana-bu	<div id="japanese-kana-pair"><span class="hiragana">ぶ</span> <span class="katakana">ブ</span></div>	<div id="japanese-romaji-answer">bu</div>	pair
hiragana-katakana-pu	<div id="japanese-kana-pair"><span class="hiragana">ぷ</span> <span class="katakana">プ</span></div>	<div id="japanese-romaji-answer">pu</div>	pair
hiragana-katakana-he	<div id="japanese-kana-pair"><span class="hiragana">へ</span> <span class="katakana">ヘ</span></div>	<div id="japanese-romaji-answer">he</div>	pair
hiragana-katakana-be	<div id="japanese-kana-pair"><span class="hiragana">べ</span> <span class="katakana">ベ</span></div>	<div id="japanese-romaji-answer">be</div>	pair
hiragana-katakana-pe	<div id="japanese-kana-pair"><span class="hiragana">ぺ</span> <span class="katakana">ペ</span></div>	<div id="japanese-romaji-answer">pe</div>	pair
hiragana-katakana-ho	<div id="japanese-kana-pair"><span class="hiragana">ほ</span> <span class="katakana">ホ</span></div>	<div id="japanese-romaji-answer">ho</div>	pair
hiragana-katakana-bo	<div id="japanese-kana-pair"><span class="hiragana">ぼ</span> <span class="katakana">ボ</span></div>	<div id="japanese-romaji-answer">bo</div>	pair
hiragana-katakana-po	<div id="japanese-kana-pair"><span class="hiragana">ぽ</span> <span class="katakana">ポ</span></div>	<div id="japanese-romaji-answer">po</div>	pair
hiragana-katakana-ma	<div id="japanese-kana-pair"><span class="hiragana">ま</span> <span class="katakana">マ</span></div>	<div id="japanese-romaji-answer">ma</div>	pair
hiragana-katakana-mi	<div id="japanese-kana-pair"><span class="hiragana">み</span> <span class="katakana">ミ</span></div>	<div id="japanese-romaji-answer">mi</div>	pair
hiragana-katakana-mu	<div id="japanese-kana-pair"><span class="hiragana">む</span> <span class="katakana">ム</span></div>	<div id="japanese-romaji-answer">mu</div>	pair
hiragana-katakana-me	<div id="japanese-kana-pair"><span class="hiragana">め</span> <span class="katakana">メ</span></div>	<div id="japanese-romaji-answer">me</div>	pair
hiragana-katakana-mo	<div id="japanese-kana-pair"><span class="hiragana">も</span> <span class="katakana">モ</span></div>	<div id="japanese-romaji-answer">mo</div>	pair
hiragana-katakana-ya	<div id="japanese-kana-pair"><span class="hiragana">や</span> <span class="katakana">ヤ</span></div>	<div id="japanese-romaji-answer">ya</div>	pair
hiragana-katakana-yu	<div id="japanese-kana-pair"><span class="hiragana">ゆ</span> <span class="katakana">ユ</span></div>	<div id="japanese-romaji-answer">yu</div>	pair
hiragana-katakana-yo	<div id="japanese-kana-pair"><span class="hiragana">よ</span> <span class="katakana">ヨ</span></div>	<div id="japanese-romaji-answer">yo</div>	pair
hiragana-katakana-ra	<div id="japanese-kana-pair"><span class="hiragana">ら</span> <span class="katakana">ラ</span></div>	<div id="japanese-romaji-answer">ra</div>	pair
hiragana-katakana-ri	<div id="japanese-kana-pair"><span class="hiragana">り</span> <span class="katakana">リ</span></div>	<div id="japanese-romaji-answer">ri</div>	pair
hiragana-katakana-ru	<div id="japanese-kana-pair"><span class="hiragana">る</span> <span class="katakana">ル</span></div>	<div id="japanese-romaji-answer">ru</div>	pair
hiragana-katakana-re	<div id="japanese-kana-pair"><span class="hiragana">れ</span> <span class="katakana">レ</span></div>	<div id="japanese-romaji-answer">re</div>	pair
hiragana-katakana-ro	<div id="japanese-kana-pair"><span class="hiragana">ろ</span> <span class="katakana">ロ</span></div>	<div id="japanese-romaji-answer">ro</div>	pair
hiragana-katakana-wa	<div id="japanese-kana-pair"><span class="hiragana">わ</span> <span class="katakana">ワ</span></div>	<div id="japanese-romaji-answer">wa</div>	pair
hiragana-katakana-wi	<div id="japanese-kana-pair"><span class="hiragana">ゐ</span> <span class="katakana">ヰ</span></div>	<div id="japanese-romaji-answer">wi</div>	pair
hiragana-katakana-we	<div id="japanese-kana-pair"><span class="hiragana">ゑ</span> <span class="katakana">ヱ</span></div>	<div id="japanese-romaji-answer">we</div>	pair
hiragana-katakana-wo	<div id="japanese-kana-pair"><span class="hiragana">を</span> <span class="katakana">ヲ</span></div>	<div id="japanese-romaji-answer">wo</div>	pair
hiragana-katakana-n	<div id="japanese-kana-pair"><span class="hiragana">ん</span> <span class="katakana">ン</span></div>	<div id="japanese-romaji-answer">n</div>	pair
